agent,sample,frame,x,y,yaw
0,0,534,1.2788112163543701,91.67101287841797,1.7294758558273315
0,0,535,1.247602105140686,91.83467102050781,1.7334216833114624
0,0,536,1.2156912088394165,91.9981918334961,1.7374125719070435
0,0,537,1.1830722093582153,92.16157531738281,1.7414480447769165
0,0,538,1.1497387886047363,92.32481384277344,1.745527744293213
0,0,539,1.1156848669052124,92.48789978027344,1.749651312828064
0,0,540,1.080904483795166,92.65083312988281,1.7538185119628906
0,0,541,1.0453916788101196,92.81360626220703,1.7580286264419556
0,0,542,1.0091407299041748,92.9762191772461,1.7622814178466797
0,0,543,0.9721459150314331,93.13865661621094,1.7665764093399048
0,0,544,0.9344018697738647,93.3009262084961,1.7709131240844727
0,0,545,0.8959031105041504,93.46302032470703,1.7752909660339355
0,0,546,0.8566445112228394,93.62492370605469,1.7797095775604248
0,0,547,0.816620945930481,93.7866439819336,1.7841683626174927
0,0,548,0.7758274078369141,93.94817352294922,1.788666844367981
0,0,549,0.7342591881752014,94.1094970703125,1.793204426765442
0,0,550,0.691911518573761,94.27062225341797,1.7977805137634277
0,0,551,0.6487799286842346,94.4315414428711,1.8023945093154907
0,0,552,0.6048601269721985,94.59224700927734,1.807045817375183
0,0,553,0.560147762298584,94.75273132324219,1.8117339611053467
0,0,554,0.5146388411521912,94.9129867553711,1.8164582252502441
0,0,555,0.4683294892311096,95.0730209350586,1.8212178945541382
0,0,556,0.42121586203575134,95.2328109741211,1.8260126113891602
0,0,557,0.3732944130897522,95.39236450195312,1.8308414220809937
0,0,558,0.3245616555213928,95.55167388916016,1.8357038497924805
0,0,559,0.27501431107521057,95.71072387695312,1.8405992984771729
0,0,560,0.22464925050735474,95.86952209472656,1.845526933670044
0,0,561,0.17346350848674774,96.02806091308594,1.850486159324646
0,0,562,0.12145427614450455,96.18632507324219,1.8554761409759521
0,0,563,0.06861892342567444,96.34432220458984,1.8604964017868042
0,0,564,0.014954992569983006,96.50203704833984,1.8655461072921753
0,0,565,-0.039539821445941925,96.65946197509766,1.8706244230270386
0,0,566,-0.09486764669418335,96.81660461425781,1.8757306337356567
0,0,567,-0.15103043615818024,96.97344207763672,1.880864143371582
0,0,568,-0.20802994072437286,97.1299819946289,1.886023998260498
0,0,569,-0.26586776971817017,97.28621673583984,1.8912094831466675
0,0,570,-0.32454538345336914,97.44213104248047,1.8964197635650635
0,0,571,-0.3840639591217041,97.59773254394531,1.9016542434692383
0,0,572,-0.4444246292114258,97.75300598144531,1.906911849975586
0,0,573,-0.505628228187561,97.90795135498047,1.9121919870376587
0,0,574,-0.5676755905151367,98.06256103515625,1.9174935817718506
0,0,575,-0.6305671334266663,98.21682739257812,1.9228161573410034
0,0,576,-0.6943033337593079,98.3707504272461,1.9281586408615112
0,0,577,-0.7588843703269958,98.52432250976562,1.9335201978683472
0,0,578,-0.8243102431297302,98.67753601074219,1.938900113105774
0,0,579,-0.8905807733535767,98.83038330078125,1.944297432899475
0,0,580,-0.9576957821846008,98.98286437988281,1.9497114419937134
0,0,581,-1.025654673576355,99.13497161865234,1.9551411867141724
0,0,582,-1.0944570302963257,99.28670501708984,1.9605859518051147
0,0,583,-1.1641018390655518,99.43804931640625,1.9660449028015137
0,0,584,-1.2345882654190063,99.58900451660156,1.9715173244476318
0,0,585,-1.305915355682373,99.73956298828125,1.9770021438598633
0,0,586,-1.3780816793441772,99.88972473144531,1.9824988842010498
0,0,587,-1.451086163520813,100.03948211669922,1.9880067110061646
0,0,588,-1.5249271392822266,100.18882751464844,1.9935247898101807
0,0,589,-1.5996030569076538,100.33776092529297,1.9990525245666504
0,0,590,-1.6751121282577515,100.48627471923828,2.004589080810547
0,0,591,-1.7514526844024658,100.63436126708984,2.010133981704712
0,0,592,-1.828622817993164,100.78202056884766,2.015686511993408
0,0,593,-1.9066202640533447,100.92923736572266,2.0212459564208984
0,0,594,-1.985430359840393,101.07600402832031,2.026811361312866
0,0,595,-2.064934015274048,101.22208404541016,2.032377243041992
0,0,596,-2.1449286937713623,101.36712646484375,2.037933111190796
0,0,597,-2.2251758575439453,101.51071166992188,2.0434694290161133
0,0,598,-2.3053998947143555,101.65237426757812,2.0489766597747803
0,0,599,-2.3853073120117188,101.7916488647461,2.054445266723633
0,0,600,-2.464719295501709,101.92826080322266,2.059885025024414
0,0,601,-2.5439791679382324,102.06279754638672,2.0653350353240967
