0	1	0.426523	95.160645
0	2	27.666666	115.849998
10	1	0.116187	96.154076
10	2	26.208334	115.849998
20	1	-0.226074	97.136925
20	2	24.750000	115.849998
30	1	-0.600785	98.107841
30	2	23.291666	115.849998
40	1	-1.008238	99.065475
40	2	21.833334	115.849998
50	1	-1.448484	100.008484
50	2	20.375000	115.849998
60	1	-1.921336	100.935608
60	2	18.916666	115.849998
70	1	-2.426389	101.845627
70	2	17.458334	115.849998
80	1	-2.963074	102.737419
80	2	16.000000	115.849998
90	1	-3.530716	103.609901
90	2	14.541667	115.849998
100	1	-4.128586	104.462021
100	2	13.083333	115.849998
110	1	-4.755926	105.292763
110	2	11.625000	115.849998
120	1	-5.411952	106.101105
120	2	10.166667	115.849998
130	1	-6.095862	106.886070
130	2	8.708333	115.849998
140	1	-6.806822	107.646683
140	2	7.250000	115.849998
150	1	-7.543967	108.382004
150	2	5.791667	115.849998
160	1	-8.306398	109.091141
160	2	4.333333	115.849998
170	1	-9.093209	109.773170
170	2	2.875000	115.849998
180	1	-9.903475	110.427216
180	2	1.416667	115.849998
190	1	-10.736236	111.052422
190	2	-0.041667	115.849998
200	1	-11.590478	111.647987
200	2	-1.500000	115.849998
210	1	-12.465125	112.213219
210	2	-2.958333	115.849998
220	1	-13.359047	112.747520
220	2	-4.416667	115.849998
230	1	-14.271067	113.250397
230	2	-5.875000	115.849998
240	1	-15.199971	113.721451
240	2	-7.333333	115.849998
250	1	-16.144527	114.160385
250	2	-8.791667	115.849998
260	1	-17.103477	114.567055
260	2	-10.250000	115.849998
270	1	-18.075537	114.941467
270	2	-11.708333	115.849998
280	1	-19.059412	115.283844
280	2	-13.166667	115.849998
290	1	-20.053808	115.594597
290	2	-14.625000	115.849998
300	1	-21.057447	115.874367
300	2	-16.083334	115.849998
310	1	-22.069098	116.123978
310	2	-17.541666	115.849998
320	1	-23.087582	116.344475
320	2	-19.000000	115.849998
330	1	-24.111801	116.537056
330	2	-20.458334	115.849998
340	1	-25.140741	116.703079
340	2	-21.916666	115.849998
350	1	-26.171976	116.843872
350	2	-23.375000	115.849998
360	1	-27.173941	116.957825
360	2	-24.833334	115.849998
370	1	-28.110994	117.044495
370	2	-26.291666	115.849998
380	1	-28.988176	117.107452
380	2	-27.750000	115.849998
390	1	-29.807419	117.150627
390	2	-29.208334	115.849998
400	1	-30.568266	117.178680
400	2	-30.666666	115.849998
410	1	-31.269976	117.196106
410	2	-32.125000	115.849998
420	1	-31.912138	117.206047
420	2	-33.583332	115.849998
430	1	-32.494583	117.210556
430	2	-35.041668	115.849998
440	1	-33.008472	117.211052
440	2	-36.500000	115.849998
450	1	-33.463326	117.209114
450	2	-37.958332	115.849998
