0	1	4.737267	152.188538
0	2	-14.136030	216.529739
10	1	4.478056	155.371185
10	2	-14.739638	217.780609
20	1	4.180867	158.547546
20	2	-15.343023	219.031586
30	1	3.843084	161.716232
30	2	-15.945912	220.282791
40	1	3.462187	164.875748
40	2	-16.549524	221.533661
50	1	3.035771	168.024582
50	2	-17.152969	222.784607
60	1	2.561561	171.161163
60	2	-17.755852	224.035828
70	1	2.037484	174.283783
70	2	-18.359394	225.286728
80	1	1.461813	177.390793
80	2	-18.962875	226.537643
90	1	0.833245	180.480576
90	2	-19.565849	227.788818
100	1	0.150955	183.551636
100	2	-20.169241	229.039795
110	1	-0.585335	186.602661
110	2	-20.772758	230.290710
120	1	-1.375341	189.632477
120	2	-21.375877	231.541809
130	1	-2.218227	192.640228
130	2	-21.979074	232.792877
140	1	-3.112650	195.625275
140	2	-22.582638	234.043762
150	1	-4.057339	198.589279
150	2	-23.181927	235.286530
160	1	-5.041613	201.512451
160	2	-23.766384	236.499252
170	1	-6.042512	204.356125
170	2	-24.336264	237.680191
180	1	-7.055228	207.124802
180	2	-24.890671	238.829544
190	1	-8.090591	209.839279
190	2	-25.429319	239.947510
200	1	-9.152454	212.505371
200	2	-25.953337	241.033676
210	1	-10.222692	215.096420
210	2	-26.462168	242.088333
220	1	-11.296562	217.619629
220	2	-26.955612	243.111588
230	1	-12.380248	220.098450
230	2	-27.433502	244.103485
240	1	-13.483247	222.555161
240	2	-27.896795	245.063568
250	1	-14.604449	224.993881
250	2	-28.344793	245.992172
260	1	-15.738834	227.415527
260	2	-28.777458	246.889297
270	1	-16.879259	229.815887
270	2	-29.194580	247.755066
280	1	-18.019604	232.188034
280	2	-29.596832	248.589142
290	1	-19.155453	234.525162
290	2	-29.984116	249.391586
300	1	-20.283216	236.821854
300	2	-30.356001	250.162598
310	1	-21.399454	239.074173
310	2	-30.712618	250.902130
320	1	-22.500944	241.279465
320	2	-31.053799	251.610229
330	1	-23.584919	243.435806
330	2	-31.379925	252.286743
340	1	-24.649115	245.541901
340	2	-31.691156	252.931580
350	1	-25.691658	247.596863
350	2	-31.987133	253.544907
360	1	-26.711006	249.600143
360	2	-32.267700	254.126816
370	1	-27.705921	251.551407
370	2	-32.532944	254.677246
380	1	-28.675434	253.450439
380	2	-32.783123	255.196106
390	1	-29.618834	255.297104
390	2	-33.018280	255.683334
400	1	-30.535591	257.091339
400	2	-33.238220	256.139038
410	1	-31.425331	258.833008
410	2	-33.442871	256.563293
420	1	-32.287777	260.522125
420	2	-33.632275	256.955994
430	1	-33.122753	262.158630
430	2	-33.806477	257.317200
440	1	-33.930145	263.742462
440	2	-33.965462	257.646881
450	1	-34.709881	265.273621
450	2	-34.109211	257.945068
