0	1	112.296890	270.043488
0	2	147.521805	298.918762
10	1	114.371613	272.235779
10	2	149.436996	300.525848
20	1	116.461952	274.411194
20	2	151.362411	302.120636
30	1	118.567909	276.569763
30	2	153.297974	303.703125
40	1	120.689484	278.711487
40	2	155.243591	305.273224
50	1	122.826660	280.836395
50	2	157.199203	306.830872
60	1	124.979446	282.944489
60	2	159.164703	308.376007
70	1	127.147835	285.035797
70	2	161.140030	309.908569
80	1	129.331802	287.110321
80	2	163.125092	311.428467
90	1	131.531357	289.168030
90	2	165.119812	312.935699
100	1	133.746490	291.208954
100	2	167.124115	314.430145
110	1	135.977173	293.233002
110	2	169.137924	315.911774
120	1	138.223404	295.240204
120	2	171.161148	317.380524
130	1	140.485153	297.230499
130	2	173.193695	318.836334
140	1	142.762405	299.203888
140	2	175.235519	320.279114
150	1	145.055130	301.160248
150	2	177.269455	321.696716
160	1	147.363297	303.099579
160	2	179.250778	323.056580
170	1	149.686859	305.021790
170	2	181.175049	324.358337
180	1	152.025787	306.926819
180	2	183.037521	325.607025
190	1	154.380020	308.814606
190	2	184.833908	326.809662
200	1	156.749527	310.685089
200	2	186.560760	327.972382
210	1	159.134232	312.538116
210	2	188.215591	329.099152
220	1	161.534088	314.373657
220	2	189.796844	330.192017
230	1	163.949005	316.191620
230	2	191.303833	331.251617
240	1	166.378937	317.991852
240	2	192.736343	332.277924
250	1	168.823792	319.774292
250	2	194.094498	333.270508
260	1	171.283463	321.538818
260	2	195.378708	334.228516
270	1	173.757889	323.285339
270	2	196.589600	335.150848
280	1	176.246948	325.013672
280	2	197.728088	336.036072
290	1	178.750534	326.723755
290	2	198.795288	336.882477
300	1	181.268555	328.415466
300	2	199.792526	337.688232
310	1	183.800858	330.088623
310	2	200.721222	338.451416
320	1	186.347366	331.743134
320	2	201.582916	339.170044
330	1	188.907898	333.378876
330	2	202.379105	339.842255
340	1	191.482361	334.995697
340	2	203.111252	340.466278
350	1	194.070587	336.593475
350	2	203.780716	341.040527
360	1	196.672424	338.172058
360	2	204.388611	341.563629
370	1	199.286530	339.730591
370	2	204.935898	342.034576
380	1	201.888687	341.255981
380	2	205.423187	342.452576
390	1	204.441452	342.730225
390	2	205.850815	342.817230
400	1	206.952942	344.157745
400	2	206.218979	343.128296
410	1	209.458420	345.553375
410	2	206.527481	343.385956
420	1	211.969543	346.921448
420	2	206.775513	343.591125
430	1	214.484207	348.263733
430	2	206.962372	343.744659
440	1	217.000320	349.583771
440	2	207.087708	343.847046
450	1	219.516693	350.883209
450	2	207.167175	343.911072
