output_name,txt_found,status,message,saved_rows,closest_frame,min_distance,sampled_dt,saved_path
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_37509.txt,True,SAVED,,92,750,2.523452954478447,0.09923076923076626,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_37509_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_37511.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_3753.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_37653.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_37748.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_37775.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_37789.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_37964.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38019.txt,True,SAVED,,92,630,2.9335266976743197,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38019_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38020.txt,True,SAVED,,92,650,2.618475729365083,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38020_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_3804.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38070.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38159.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38229.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38351.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38385.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38449.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38489.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38511.txt,True,SAVED,,92,900,2.40662020045748,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38511_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38557.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38559.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38572.txt,True,SAVED,,92,710,2.7936340453769195,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38572_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38607.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38609.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38637.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38693.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38838.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38912.txt,True,SAVED,,92,580,2.9826649644024723,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_38912_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39003.txt,True,SAVED,,92,610,2.9567188704902274,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39003_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39042.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_3905.txt,True,SAVED,,92,680,2.8700899111883222,0.09990494296577647,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_3905_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39086.txt,True,SAVED,,92,730,2.643046225478472,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39086_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39158.txt,True,SAVED,,92,720,2.4369485997281513,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39158_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39211.txt,True,SAVED,,92,680,2.210702540360643,0.09899999999999703,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39211_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39270.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39400.txt,True,SAVED,,92,720,2.406177242514358,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39400_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39414.txt,True,SAVED,,92,540,2.8798596609269005,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39414_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39436.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39631.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39725.txt,True,SAVED,,92,700,2.4362918184579203,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39725_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39735.txt,True,SAVED,,92,900,2.624873744398766,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39735_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39769.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39794.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39803.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39898.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39930.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39950.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39972.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39977.txt,True,SAVED,,92,670,2.6440464234869254,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_39977_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40022.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40028.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_4003.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40050.txt,True,SAVED,,92,900,2.406084392979806,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40050_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40066.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40100.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_4022.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40343.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40554.txt,True,SAVED,,92,900,2.8437437472996754,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40554_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40571.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40605.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40635.txt,True,SAVED,,92,900,2.843753872899165,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40635_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_4067.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40687.txt,True,SAVED,,92,500,2.518113838411797,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40687_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40752.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40768.txt,True,SAVED,,92,500,2.659142348437932,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40768_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40827.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40858.txt,True,SAVED,,92,680,2.4187511492034472,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40858_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_4086.txt,True,SAVED,,92,780,2.2010335627500086,0.09990494296577647,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_4086_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40943.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40953.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_40973.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_4099.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41040.txt,True,SAVED,,92,900,2.8436944260466874,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41040_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41042.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41071.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41179.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41187.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41369.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41427.txt,True,SAVED,,92,900,2.4060702153615554,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41427_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41438.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41448.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41480.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41484.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41564.txt,True,SAVED,,92,2290,2.7399338170992347,0.09996168582375178,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41564_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41582.txt,True,SAVED,,92,2290,2.9714458095465948,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41582_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41596.txt,True,SAVED,,92,2330,2.6592866803135378,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41596_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41636.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41662.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_417.txt,True,SAVED,,92,1480,2.964906171854516,0.09996146435452494,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_417_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41733.txt,True,SAVED,,92,2400,2.115103889757902,0.09966542750929068,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41733_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41739.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41780.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41855.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41879.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41884.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41898.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_4193.txt,True,SAVED,,92,660,2.4927550702868895,0.09891891891891792,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_4193_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41939.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_41987.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42137.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42174.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42182.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42364.txt,True,SAVED,,92,2050,2.657131836940726,0.0997872340425502,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42364_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42462.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42481.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42548.txt,True,SAVED,,92,2090,2.8033983894238075,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42548_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42557.txt,True,SAVED,,92,2090,2.9204489482221714,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42557_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42630.txt,True,SAVED,,92,2120,2.8166559905536905,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42630_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42727.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42846.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_4296.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_42995.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_4300.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43051.txt,True,SAVED,,92,1890,2.6312463445052017,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43051_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43062.txt,True,SAVED,,92,1970,2.8449918834569625,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43062_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43088.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43123.txt,True,SAVED,,92,1850,2.4629434813852313,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43123_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43153.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43253.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43361.txt,True,SAVED,,92,2030,2.1876640029092678,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43361_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43398.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43453.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_435.txt,True,SKIPPED,최소거리 시점 기준 이후 데이터가 부족합니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43572.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43613.txt,True,SAVED,,92,2020,2.4809394462779606,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43613_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43625.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43845.txt,True,SAVED,,92,1720,2.1941222732245373,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43845_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43871.txt,True,SAVED,,92,1670,2.869798869504622,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43871_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43893.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43908.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43940.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_4396.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43968.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_43985.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44009.txt,True,SAVED,,92,1890,2.19295676965712,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44009_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44048.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_4410.txt,True,SAVED,,92,1710,2.5838751056937697,0.09990494296577647,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_4410_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44111.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44131.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44150.txt,True,SAVED,,92,1630,2.4231271352035986,0.09994736842104963,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44150_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44274.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44377.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44383.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44400.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44442.txt,True,SAVED,,92,2400,2.84380027516016,0.09990654205607177,mat_preprocess/mat_txt/collision_extract/Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44442_window.txt
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44457.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44480.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44528.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44617.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
Cut_In_FP_ITSC__050124__Cut_In_FP_ITSC_data_44678.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
