output_name,txt_found,status,message,saved_rows,closest_frame,min_distance,sampled_dt,saved_path
LK_LF_ST__040123__LK_LF_ST_data_999.txt,True,SAVED,,92,850,0.923111081558984,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__040123__LK_LF_ST_data_999_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1.txt,True,SAVED,,92,2600,2.1470373678173367,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1_window.txt
LK_LF_ST__041723__LK_LF_ST_data_10.txt,True,SAVED,,92,2620,2.115607543752858,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_10_window.txt
LK_LF_ST__041723__LK_LF_ST_data_100.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
LK_LF_ST__041723__LK_LF_ST_data_1000.txt,True,SAVED,,92,760,0.9441130298862512,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1000_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1001.txt,True,SAVED,,92,720,0.9738654875520457,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1001_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1002.txt,True,SAVED,,92,700,1.1465887491598632,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1002_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1003.txt,True,SAVED,,92,670,1.2867314504919,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1003_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1004.txt,True,SAVED,,92,840,0.9300949367613,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1004_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1005.txt,True,SAVED,,92,770,0.911640020018866,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1005_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1006.txt,True,SAVED,,92,730,0.998307541184079,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1006_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1007.txt,True,SAVED,,92,710,1.1796099215405884,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1007_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1008.txt,True,SAVED,,92,680,1.1357932352153826,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1008_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1009.txt,True,SAVED,,92,870,0.91023413239287,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1009_window.txt
LK_LF_ST__041723__LK_LF_ST_data_101.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
LK_LF_ST__041723__LK_LF_ST_data_1010.txt,True,SAVED,,92,790,0.9230851029049253,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1010_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1011.txt,True,SAVED,,92,750,0.9700470162136476,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1011_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1012.txt,True,SAVED,,92,720,1.0886554668824144,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1012_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1013.txt,True,SAVED,,92,700,0.9227777630198921,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1013_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1014.txt,True,SAVED,,92,920,2.216277167144026,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1014_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1015.txt,True,SAVED,,92,840,0.9223896756301003,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1015_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1016.txt,True,SAVED,,92,790,0.9118036826247193,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1016_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1017.txt,True,SAVED,,92,760,0.9187401535940377,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1017_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1018.txt,True,SAVED,,92,740,0.9252950016427186,0.09937931034482461,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1018_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1019.txt,True,SAVED,,92,670,2.4802631983862082,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1019_window.txt
LK_LF_ST__041723__LK_LF_ST_data_102.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
LK_LF_ST__041723__LK_LF_ST_data_1020.txt,True,SAVED,,92,660,2.288399995512151,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1020_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1021.txt,True,SAVED,,92,650,2.4169467085842116,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1021_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1022.txt,True,SAVED,,92,630,2.626787073107561,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1022_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1023.txt,True,SAVED,,92,620,2.4378371665082557,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1023_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1024.txt,True,SAVED,,92,670,2.3747869850790786,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1024_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1025.txt,True,SAVED,,92,660,2.138254154922891,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1025_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1026.txt,True,SAVED,,92,650,2.1253248958982742,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1026_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1027.txt,True,SAVED,,92,640,2.194328493662013,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1027_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1028.txt,True,SAVED,,92,630,2.3136111942761737,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1028_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1029.txt,True,SAVED,,92,670,2.2848341932711387,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1029_window.txt
LK_LF_ST__041723__LK_LF_ST_data_103.txt,True,SAVED,,92,2600,2.1470373678173362,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_103_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1030.txt,True,SAVED,,92,660,2.131453059310714,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1030_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1031.txt,True,SAVED,,92,650,2.286420482326901,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1031_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1032.txt,True,SAVED,,92,640,2.3214522099584567,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1032_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1033.txt,True,SAVED,,92,630,2.213644916569272,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1033_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1034.txt,True,SAVED,,92,670,2.2123530911726075,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1034_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1035.txt,True,SAVED,,92,660,2.2693945215913893,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1035_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1036.txt,True,SAVED,,92,660,2.257378416628457,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1036_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1037.txt,True,SAVED,,92,650,2.1217815346404083,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1037_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1038.txt,True,SAVED,,92,640,2.1206252420871063,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1038_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1039.txt,True,SAVED,,92,670,2.1591494384284733,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1039_window.txt
LK_LF_ST__041723__LK_LF_ST_data_104.txt,True,SAVED,,92,2490,2.2226021949510018,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_104_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1040.txt,True,SAVED,,92,670,2.374094716523533,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1040_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1041.txt,True,SAVED,,92,660,2.1667767776891536,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1041_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1042.txt,True,SAVED,,92,660,2.2667854766580806,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1042_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1043.txt,True,SAVED,,92,650,2.1330102888021867,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1043_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1044.txt,True,SAVED,,92,880,2.1837586377264793,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1044_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1045.txt,True,SAVED,,92,860,2.430943837858224,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1045_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1046.txt,True,SAVED,,92,840,2.2087585372749707,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1046_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1047.txt,True,SAVED,,92,820,2.3401454697503308,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1047_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1048.txt,True,SAVED,,92,790,2.1332924965622992,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1048_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1049.txt,True,SAVED,,92,880,2.2716164721946477,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1049_window.txt
LK_LF_ST__041723__LK_LF_ST_data_105.txt,True,SAVED,,92,2390,2.150354034274587,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_105_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1050.txt,True,SAVED,,92,870,2.144732474526604,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1050_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1051.txt,True,SAVED,,92,850,2.1639452817686986,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1051_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1052.txt,True,SAVED,,92,820,2.53797729994439,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1052_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1053.txt,True,SAVED,,92,800,2.1147592958178483,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1053_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1054.txt,True,SAVED,,92,890,2.2806193952795053,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1054_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1055.txt,True,SAVED,,92,870,2.1931384062489108,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1055_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1056.txt,True,SAVED,,92,860,2.413143866509842,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1056_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1057.txt,True,SAVED,,92,830,2.460406428617241,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1057_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1058.txt,True,SAVED,,92,810,2.245042519589556,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1058_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1059.txt,True,SAVED,,92,890,2.1660928269328625,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1059_window.txt
LK_LF_ST__041723__LK_LF_ST_data_106.txt,True,SAVED,,92,2280,2.1165340688862067,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_106_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1060.txt,True,SAVED,,92,880,2.1797008473652952,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1060_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1061.txt,True,SAVED,,92,860,2.2569054142841183,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1061_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1062.txt,True,SAVED,,92,850,2.235162921181595,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1062_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1063.txt,True,SAVED,,92,830,2.144231480592757,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1063_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1064.txt,True,SAVED,,92,890,2.116639100296743,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1064_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1065.txt,True,SAVED,,92,880,2.194310253885035,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1065_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1066.txt,True,SAVED,,92,870,2.2504126002368934,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1066_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1067.txt,True,SAVED,,92,860,2.1752984688563917,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1067_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1068.txt,True,SAVED,,92,850,2.117968412994161,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1068_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1069.txt,True,SAVED,,92,960,0.929680371513253,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1069_window.txt
LK_LF_ST__041723__LK_LF_ST_data_107.txt,True,SAVED,,92,2170,2.124781009892547,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_107_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1070.txt,True,SAVED,,92,900,0.9111903177009741,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1070_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1071.txt,True,SAVED,,92,840,1.161782613316711,0.09978021978021678,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1071_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1072.txt,True,SAVED,,92,820,1.2676358611407303,0.09961111111110811,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1072_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1073.txt,True,SAVED,,92,790,1.0219855898250283,0.09988636363636064,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1073_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1074.txt,True,SAVED,,92,970,0.9293710534173112,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1074_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1075.txt,True,SAVED,,92,910,0.909778659237509,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1075_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1076.txt,True,SAVED,,92,850,0.9574604094916828,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1076_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1077.txt,True,SAVED,,92,830,1.567309454460418,0.09994444444444144,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1077_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1078.txt,True,SAVED,,92,800,0.9131125909223893,0.09977528089887341,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1078_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1079.txt,True,SAVED,,92,980,0.9289238765453284,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1079_window.txt
LK_LF_ST__041723__LK_LF_ST_data_108.txt,True,SAVED,,92,2610,2.1154612974784013,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_108_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1080.txt,True,SAVED,,92,920,0.9795573659413626,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1080_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1081.txt,True,SAVED,,92,890,1.18571661243316,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1081_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1082.txt,True,SAVED,,92,900,1.055718561119385,0.09945454545454246,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1082_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1083.txt,True,SAVED,,92,900,0.9331714535978913,0.09968553459119198,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1083_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1084.txt,True,SAVED,,92,1010,0.9210084772340547,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1084_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1085.txt,True,SAVED,,92,940,0.9349258362212443,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1085_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1086.txt,True,SAVED,,92,920,0.9241580593394179,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1086_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1087.txt,True,SAVED,,92,940,0.9357933752661443,0.09945454545454246,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1087_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1088.txt,True,SAVED,,92,980,0.9120069665446671,0.09968553459119198,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1088_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1089.txt,True,SAVED,,92,1080,1.2994484577223209,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1089_window.txt
LK_LF_ST__041723__LK_LF_ST_data_109.txt,True,SAVED,,92,2500,2.1340687660195057,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_109_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1090.txt,True,SAVED,,92,980,0.9100196640424865,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1090_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1091.txt,True,SAVED,,92,970,0.9465960712072405,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1091_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1092.txt,True,SAVED,,92,1080,2.9130771658994603,0.09945454545454246,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1092_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1093.txt,True,SKIPPED,임계거리 이하가 되는 순간이 없습니다.,0,,,,
LK_LF_ST__041723__LK_LF_ST_data_1094.txt,True,SAVED,,92,960,0.5428565134333568,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1094_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1095.txt,True,SAVED,,92,900,0.5106488632827868,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1095_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1096.txt,True,SAVED,,92,840,0.8834987117166652,0.09978021978021678,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1096_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1097.txt,True,SAVED,,92,820,1.0186920125582617,0.09961111111110811,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1097_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1098.txt,True,SAVED,,92,790,0.6894096596436774,0.09988636363636064,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1098_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1099.txt,True,SAVED,,92,970,0.5423192057543256,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1099_window.txt
LK_LF_ST__041723__LK_LF_ST_data_11.txt,True,SAVED,,92,2510,2.1709243250194086,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_11_window.txt
LK_LF_ST__041723__LK_LF_ST_data_110.txt,True,SAVED,,92,2390,2.1965649793714275,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_110_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1100.txt,True,SAVED,,92,910,0.5081066731543681,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1100_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1101.txt,True,SAVED,,92,850,0.589424258275803,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1101_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1102.txt,True,SAVED,,92,830,1.373747571441352,0.09994444444444144,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1102_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1103.txt,True,SAVED,,92,800,0.5145257109231747,0.09977528089887341,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1103_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1104.txt,True,SAVED,,92,980,0.5415488130501261,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1104_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1105.txt,True,SAVED,,92,920,0.6244912610837564,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1105_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1106.txt,True,SAVED,,92,890,0.9145705235245495,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1106_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1107.txt,True,SAVED,,92,900,0.7382493086972617,0.09945454545454246,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1107_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1108.txt,True,SAVED,,92,900,0.5487844957813599,0.09968553459119198,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1108_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1109.txt,True,SAVED,,92,1010,0.5277861703729956,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1109_window.txt
LK_LF_ST__041723__LK_LF_ST_data_111.txt,True,SAVED,,92,2290,2.1697633365528595,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_111_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1110.txt,True,SAVED,,92,940,0.5518221336934509,0.0997093023255784,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1110_window.txt
LK_LF_ST__041723__LK_LF_ST_data_1111.txt,True,SAVED,,92,920,0.5334041616279339,0.09999999999999701,mat_preprocess/mat_txt/collision_extract/LK_LF_ST__041723__LK_LF_ST_data_1111_window.txt
