agent,sample,frame,x,y,yaw,width,length
0,0,406,32.41116714477539,142.40159606933594,1.2105371952056885,1.6070000000000002,4.936
0,0,407,32.41109085083008,142.4013214111328,1.2105345726013184,1.6070000000000002,4.936
0,0,408,32.41102600097656,142.40110778808594,1.210532307624817,1.6070000000000002,4.936
0,0,409,32.410972595214844,142.40093994140625,1.2105302810668945,1.6070000000000002,4.936
1,0,334,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,335,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,336,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,337,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,338,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,339,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,340,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,341,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,342,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,343,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,344,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,345,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,346,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,347,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,348,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,349,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,350,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,351,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,352,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,353,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,354,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,355,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,356,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,357,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,358,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,359,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,360,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,361,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,362,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,363,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,364,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,365,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,366,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,367,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,368,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,369,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,370,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,371,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,372,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,373,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,374,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,375,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,376,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,377,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,378,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,379,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,380,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,381,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,382,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,383,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,384,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,385,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,386,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,387,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,388,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,389,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,390,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,391,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,392,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,393,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,394,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,395,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,396,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,397,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,398,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,399,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,400,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,401,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,402,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,403,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,404,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,405,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,406,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,407,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,408,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
1,0,409,31.8310546875,144.89578247070312,1.190389633178711,1.82,4.28
