relative_path	verdict	reason
LK_CIL_CU/LK_CIL_CU_Annotation_Fallback.mat	SKIP_MISSING_REQUIRED	no_data_struct_found
LK_CIL_CU/LK_CIL_CU_CM4x5_GT.mat	SKIP_MISSING_REQUIRED	no_data_struct_found
LK_CIL_CU/LK_CIL_CU_Fallback_GT_num.mat	SKIP_MISSING_REQUIRED	no_data_struct_found
LK_CIL_CU/LK_CIL_CU_GT.mat	SKIP_MISSING_REQUIRED	no_data_struct_found
LK_CIL_ST/LK_CIL_ST_Annotation_Fallback.mat	SKIP_MISSING_REQUIRED	no_data_struct_found
LK_CIL_ST/LK_CIL_ST_CM4x5_GT.mat	SKIP_MISSING_REQUIRED	no_data_struct_found
LK_CIL_ST/LK_CIL_ST_Fallback_GT_num.mat	SKIP_MISSING_REQUIRED	no_data_struct_found
LK_CIL_ST/LK_CIL_ST_GT.mat	SKIP_MISSING_REQUIRED	no_data_struct_found
